Station,Date,Time,Grade,Celsius,pH,DO,CODMn,NH,TP,TN,EC,TU,Chla,AD
Xuhuxin,2022/1/31 20:00,30.83 ,2,7.6,8.213,12.167,2.677,0.025,0.0058,0.602,379.778,10.152,0.00201,1367820
Xidong,2022/1/31 20:00,30.83 ,3,7.17,8.3,12.504,1.946,0.025,0.0363,1.669,386.36,30.77,0.00607,3271940
Wuguishan,2022/2/1 0:00,31.00 ,3,6.23,8.21,11.766,2.808,0.0355,0.0291,1.085,398.954,16,0.02855,14447500
Wulihuxin,2022/2/1 0:00,31.00 ,3,6.93,7.771,8.962,3.167,0.0271,0.0387,1.042,443.209,2.397,0.00745,3627690
Lanshanzui,2022/2/1 0:00,31.00 ,4,6.18,7.909,12.035,4.184,0.0544,0.0651,1.957,509.798,52.89,0.0011,3887350
Tuoshan,2022/2/1 0:00,31.00 ,3,7.07,8.489,12.986,3.965,0.025,0.0398,0.931,440.853,325.045,0.01303,10052070
Xuhuxin,2022/2/1 0:00,31.00 ,2,7.22,8.212,12.306,2.677,0.025,0.0057,0.579,378.629,11.696,0.0024,1818220
Xidong,2022/2/1 0:00,31.00 ,3,7.03,8.27,12.416,1.908,0.025,0.0357,1.705,385.91,,0.00547,3289300
Wuguishan,2022/2/1 4:00,31.17 ,2,6.14,8.206,11.753,3.925,0.04,0.017,0.669,394.575,13.887,0.02232,10927500
Wulihuxin,2022/2/1 4:00,31.17 ,3,6.85,7.704,8.893,3.091,0.025,0.0386,1.111,442.112,3.633,0.0111,4212460
Lanshanzui,2022/2/1 4:00,31.17 ,4,6.06,7.898,12.025,3.851,0.0499,0.0701,1.984,511.253,52.43,,3626250
Tuoshan,2022/2/1 4:00,31.17 ,3,6.68,8.469,13.418,4.248,0.025,0.0422,0.859,439.95,320.9,0.01552,10790320
Xuhuxin,2022/2/1 4:00,31.17 ,2,7.06,8.207,12.219,2.642,0.025,0.0076,0.573,378.248,11.456,0.0023,1659830
Xidong,2022/2/1 4:00,31.17 ,3,6.96,8.25,12.301,1.962,0.025,0.0379,1.7,385.66,30.72,0.01055,4260540
Wuguishan,2022/2/1 8:00,31.33 ,3,6.06,8.18,11.73,3.925,0.0467,0.0299,0.614,393.645,13.982,0.02007,10987400
Wulihuxin,2022/2/1 8:00,31.33 ,3,6.39,7.894,10.756,3.207,0.0592,0.0365,1.01,441.909,7.135,0.01568,3941730
Lanshanzui,2022/2/1 8:00,31.33 ,4,5.93,7.884,12.039,3.656,0.0822,0.0545,2.081,515.242,45.98,0.00022,3759020
Tuoshan,2022/2/1 8:00,31.33 ,3,6.55,8.399,13.16,3.597,0.025,0.0361,0.93,457.377,275.078,0.01328,9608283
Xuhuxin,2022/2/1 8:00,31.33 ,2,6.89,8.15,12.078,2.689,0.025,0.005,0.505,378.317,12.265,0.00227,1542860
Xidong,2022/2/1 8:00,31.33 ,3,6.82,8.29,12.336,2.032,0.025,0.0378,1.646,390.27,,0.00766,3178400
Wuguishan,2022/2/1 12:00,31.50 ,4,6.31,8.202,11.741,8.888,0.0397,0.0354,1.189,403.438,17.804,0.02301,14098700
Wulihuxin,2022/2/1 12:00,31.50 ,3,6.51,7.958,11.106,3.135,0.0322,0.0383,1.207,440.26,7.902,0.01318,3168350
Lanshanzui,2022/2/1 12:00,31.50 ,4,6.4,7.903,12.118,3.924,0.319,0.0711,2.494,544.073,35.84,,3443100
Tuoshan,2022/2/1 12:00,31.50 ,3,6.74,8.474,13.325,3.71,0.025,0.0378,0.851,435.608,309.928,0.0092,9289410
Xuhuxin,2022/2/1 12:00,31.50 ,2,7.1,8.201,12.308,2.682,0.025,0.005,0.448,377.57,11.915,0.00183,1475790
Xidong,2022/2/1 12:00,31.50 ,,7.07,8.37,12.598,2.145,0.025,,,393.18,35.1,0.00646,3364400
Wuguishan,2022/2/1 16:00,31.67 ,4,6.42,8.257,11.911,8.888,0.0301,0.0341,1.226,405.457,19.496,0.02553,14603700
Wulihuxin,2022/2/1 16:00,31.67 ,3,6.55,8.001,11.242,3.152,0.0332,0.0383,1.15,440.379,6.779,0.01555,3980810
Lanshanzui,2022/2/1 16:00,31.67 ,4,6.51,7.91,12.22,3.968,0.2965,0.0692,2.428,540.131,35.7,,3358770
Tuoshan,2022/2/1 16:00,31.67 ,3,6.86,8.497,13.627,3.966,0.025,0.0355,0.865,439.034,306.087,0.01262,9719298
Xuhuxin,2022/2/1 16:00,31.67 ,2,7.37,8.244,12.535,2.574,0.025,0.005,0.58,375.35,12.104,0.00186,1372790
Xidong,2022/2/1 16:00,31.67 ,3,7.2,8.32,12.615,2.007,0.025,0.0378,1.646,387.04,37.18,0.00541,3090450
Wuguishan,2022/2/1 20:00,31.83 ,3,6.31,8.257,11.917,2.707,0.0279,0.0363,1.658,400.829,29.227,0.02709,18677400
Wulihuxin,2022/2/1 20:00,31.83 ,3,6.51,7.983,11.217,3.147,0.025,0.038,1.091,439.505,6.91,0.01821,4122010
Lanshanzui,2022/2/1 20:00,31.83 ,4,6.24,7.909,12.222,4.519,0.1443,0.0796,2.216,522.509,61,0.00029,4514760
Tuoshan,2022/2/1 20:00,31.83 ,3,6.7,8.503,13.396,3.966,0.025,0.0404,0.827,435.475,304.94,0.01419,9795550
Xuhuxin,2022/2/1 20:00,31.83 ,2,7.22,8.224,12.381,2.695,0.025,0.005,0.442,374.983,11.49,0.00195,1519610
Xidong,2022/2/1 20:00,31.83 ,3,6.99,8.29,12.54,2.03,0.025,0.0335,1.665,386.94,39.86,0.00594,3240700
Wuguishan,2022/2/2 0:00,32.00 ,2,6.13,8.179,11.758,2.707,0.0408,0.0231,1.224,390.04,30.942,0.01663,18080400
Wulihuxin,2022/2/2 0:00,32.00 ,3,6.39,7.914,10.892,3.147,0.025,0.0407,1.084,439.736,6.891,0.01384,3406670
Lanshanzui,2022/2/2 0:00,32.00 ,5,6.06,7.869,12.113,4.519,0.2943,0.1121,2.43,543.911,85.02,,4779220
Tuoshan,2022/2/2 0:00,32.00 ,3,6.6,8.297,12.793,3.966,0.025,0.0387,1.039,405.485,324.803,0.00898,8199508
Xuhuxin,2022/2/2 0:00,32.00 ,2,7.01,8.192,12.187,2.695,0.025,0.0056,0.569,375.328,12.179,0.00195,1584730
Xidong,2022/2/2 0:00,32.00 ,3,6.75,8.27,12.476,1.94,0.025,0.0317,1.676,386.85,39.45,0.00548,3254940
Wuguishan,2022/2/2 4:00,32.17 ,2,5.95,8.161,11.796,2.948,0.025,0.0175,1.259,380.279,28.444,0.01724,18262700
Wulihuxin,2022/2/2 4:00,32.17 ,2,6.33,7.905,10.673,2.779,0.025,0.0204,1.055,439.119,6.798,0.01121,2947420
Lanshanzui,2022/2/2 4:00,32.17 ,4,5.93,7.94,12.418,4.553,0.025,0.0792,1.889,494.426,81.47,0.003,6015580
Tuoshan,2022/2/2 4:00,32.17 ,3,6.45,8.248,12.639,2.645,0.025,0.0355,1.17,401.867,321.994,0.00699,7666182
Xuhuxin,2022/2/2 4:00,32.17 ,2,6.85,8.165,12.094,2.465,0.025,0.006,0.433,375.738,11.417,0.00175,1315080
Xidong,2022/2/2 4:00,32.17 ,3,6.64,8.33,12.42,2,0.025,0.033,1.693,387.24,38.54,0.00592,3327000
Wuguishan,2022/2/2 8:00,32.33 ,3,5.92,8.142,11.705,2.826,0.0407,0.0318,1.027,381.132,22.939,0.01486,15185300
Wulihuxin,2022/2/2 8:00,32.33 ,3,6.51,7.909,10.63,3.029,0.025,0.0334,0.813,440.068,6.105,0.01369,3575820
Lanshanzui,2022/2/2 8:00,32.33 ,4,5.89,7.951,12.451,4.31,0.025,0.0661,1.767,483.303,76.66,0.00299,6274460
Tuoshan,2022/2/2 8:00,32.33 ,3,6.35,8.371,12.75,3.866,0.025,0.0404,0.752,434.278,341.743,0.01114,9203909
Xuhuxin,2022/2/2 8:00,32.33 ,2,6.73,8.151,12.019,2.497,0.025,0.005,0.475,375.748,11.407,0.00183,1234440
Xidong,2022/2/2 8:00,32.33 ,3,6.38,8.22,12.365,1.778,0.025,0.0334,1.724,386.25,39.25,0.00605,3502680
Wuguishan,2022/2/2 12:00,32.50 ,2,5.92,8.158,11.768,2.654,0.0421,0.0162,1.093,379.647,16.081,0.01403,15166600
Wulihuxin,2022/2/2 12:00,32.50 ,3,6.55,7.938,10.95,3.165,0.0277,0.0375,1.14,439.626,6.142,0.01487,3832160
Lanshanzui,2022/2/2 12:00,32.50 ,4,5.87,7.91,12.351,4.471,0.0267,0.0872,1.95,503.481,77.23,0.00159,5376670
Tuoshan,2022/2/2 12:00,32.50 ,3,6.49,8.457,13.167,3.807,0.025,0.0411,0.821,439.926,367.019,0.00902,9019973
Xuhuxin,2022/2/2 12:00,32.50 ,2,6.83,8.195,12.149,2.607,0.025,0.0056,0.442,375.133,10.993,0.00156,2099830
Xidong,2022/2/2 12:00,32.50 ,3,6.64,8.28,12.42,2.007,0.025,0.0328,1.664,388.66,40.84,0.00669,3684510
Wuguishan,2022/2/2 16:00,32.67 ,2,5.93,8.201,11.899,2.901,0.0285,0.0102,0.638,380.796,16.135,0.01722,10989000
Wulihuxin,2022/2/2 16:00,32.67 ,3,6.47,7.968,11.221,3.26,0.025,0.04,1.109,438.396,6.798,0.01852,3938000
Lanshanzui,2022/2/2 16:00,32.67 ,4,5.91,7.943,12.484,4.245,0.025,0.0777,1.843,491.439,70.01,0.00303,5400920
Tuoshan,2022/2/2 16:00,32.67 ,3,6.49,8.339,12.929,3.738,0.025,0.0385,0.875,417.249,347.149,0.00894,8583221
Xuhuxin,2022/2/2 16:00,32.67 ,2,6.79,8.221,12.273,2.497,0.025,0.0058,0.458,374.342,10.928,0.00172,1237880
Xidong,2022/2/2 16:00,32.67 ,3,6.61,8.28,12.59,2.001,0.025,0.0342,1.699,386.76,38.46,0.00634,3481120
Wuguishan,2022/2/2 20:00,32.83 ,2,5.92,8.199,11.855,3.166,0.025,0.0109,1.137,386.615,23.656,0.01843,15727300
Wulihuxin,2022/2/2 20:00,32.83 ,3,6.26,7.96,11.166,2.996,0.025,0.0413,1.094,438.347,6.685,0.01742,3975660
Lanshanzui,2022/2/2 20:00,32.83 ,4,5.81,7.923,12.414,4.301,0.025,0.0593,1.769,492.656,71.39,0.00302,5743230
Tuoshan,2022/2/2 20:00,32.83 ,3,6.41,8.425,13.115,3.715,0.025,0.0388,0.804,428.593,356.239,0.01245,9419671
Xuhuxin,2022/2/2 20:00,32.83 ,2,6.66,8.163,12.114,2.399,0.025,0.0068,0.478,373.601,12.075,0.00179,1270680
Xidong,2022/2/2 20:00,32.83 ,3,6.39,8.28,12.61,2.003,0.025,0.0334,1.682,386.63,38.91,0.00683,3543500
Wuguishan,2022/2/3 0:00,33.00 ,2,5.75,8.176,11.853,3.141,0.025,0.0083,1.176,379.243,23.643,0.01865,18718700
Wulihuxin,2022/2/3 0:00,33.00 ,3,6.35,7.955,11.114,2.892,0.025,0.0445,1.089,438.092,7.921,0.0219,4557410
Lanshanzui,2022/2/3 0:00,33.00 ,4,5.71,7.919,12.403,4.468,0.025,0.0857,1.736,489.358,79.89,0.0032,6280350
Tuoshan,2022/2/3 0:00,33.00 ,3,6.29,8.347,12.81,3.404,0.025,0.0384,0.842,426.082,364.795,0.01068,8793994
Xuhuxin,2022/2/3 0:00,33.00 ,2,6.52,8.15,12.029,2.428,0.025,0.0066,0.472,373.971,10.824,0.00185,1525380
Xidong,2022/2/3 0:00,33.00 ,3,6.2,8.24,12.409,2.138,0.025,0.0345,1.709,386.87,42.42,0.00859,4020550
Wuguishan,2022/2/3 8:00,33.33 ,2,5.56,8.154,11.798,2.823,0.0433,0.0221,0.622,378.189,13.835,0.01601,12648100
Wulihuxin,2022/2/3 8:00,33.33 ,3,6.45,7.882,10.75,2.991,0.025,0.0369,0.905,439.562,5.955,0.01687,4089580
Lanshanzui,2022/2/3 8:00,33.33 ,4,5.59,7.876,12.207,4.584,0.0733,0.0769,1.999,510.696,66.76,0.00229,5157810
Tuoshan,2022/2/3 8:00,33.33 ,3,6.1,8.339,12.951,3.746,0.0317,0.0455,1.36,505.837,370.736,0.00969,8913545
Xuhuxin,2022/2/3 8:00,33.33 ,2,6.31,8.11,11.871,2.661,0.025,0.005,0.508,374.383,10.903,0.00189,1293600
Xidong,2022/2/3 8:00,33.33 ,3,6.02,8.23,12.328,2.061,0.025,0.0321,1.646,387.93,38.16,0.00798,3950270
Wuguishan,2022/2/3 12:00,33.50 ,2,5.6,8.207,11.899,2.949,0.031,0.014,0.66,389.514,16.345,0.01648,12356800
Wulihuxin,2022/2/3 12:00,33.50 ,3,6.14,7.938,11.048,2.999,0.025,0.0395,1.069,438.887,6.123,0.0149,3998440
Lanshanzui,2022/2/3 12:00,33.50 ,4,5.63,7.863,12.185,4.443,0.1642,0.0782,2.223,526.049,63.72,0.00041,4790520
Tuoshan,2022/2/3 12:00,33.50 ,4,6.1,8.416,13.36,3.776,0.0629,0.0559,2.15,594.825,362.116,0.00898,8720031
Xuhuxin,2022/2/3 12:00,33.50 ,2,6.44,8.166,12.083,2.326,0.025,0.0078,0.485,374.431,10.333,0.00172,1298090
Xidong,2022/2/3 12:00,33.50 ,3,6.08,8.24,12.376,2.064,0.025,0.0351,1.674,387.01,39.58,0.00737,3812020
Wuguishan,2022/2/3 16:00,33.67 ,2,5.73,8.236,11.973,3.214,0.025,0.015,0.655,382.258,16.249,0.01935,13147100
Wulihuxin,2022/2/3 16:00,33.67 ,3,6.33,7.97,11.208,3.011,0.025,0.0405,1.067,438.502,6.517,0.01976,2769350
Lanshanzui,2022/2/3 16:00,33.67 ,4,5.63,7.844,12.121,4.453,0.3893,0.0838,2.552,551.164,56.83,0.00027,4081260
Tuoshan,2022/2/3 16:00,33.67 ,4,6.23,8.432,13.544,4.146,0.0577,0.057,2.103,587.777,388.095,0.00952,9087775
Xuhuxin,2022/2/3 16:00,33.67 ,2,6.56,8.219,12.321,2.354,0.025,0.0055,0.489,374.367,10.066,0.00214,1303470
Xidong,2022/2/3 16:00,33.67 ,3,6.35,8.37,12.561,2.122,0.025,0.0323,1.66,386.95,39.55,0.00799,3986220
Wuguishan,2022/2/3 20:00,33.83 ,2,5.65,8.18,11.824,2.608,0.0397,0.005,0.692,379.622,9.771,0.01474,8079890
Wulihuxin,2022/2/3 20:00,33.83 ,3,6.17,7.946,11.144,2.817,0.025,0.0435,1.05,438.32,6.554,0.0205,2709270
Lanshanzui,2022/2/3 20:00,33.83 ,4,5.57,7.838,12.101,4.353,0.3898,0.0984,2.63,552.1,54.77,,3879390
Tuoshan,2022/2/3 20:00,33.83 ,3,6.13,8.45,13.415,3.788,0.0415,0.0495,1.859,561.82,397.96,0.01078,8921387
Xuhuxin,2022/2/3 20:00,33.83 ,2,6.5,8.225,12.28,2.407,0.025,0.005,0.509,374.6,9.345,0.00211,1338000
Xidong,2022/2/3 20:00,33.83 ,3,6.14,8.3,12.64,2.184,0.025,0.0324,1.607,387.73,40.41,0.01102,4526450
Wuguishan,2022/2/4 0:00,34.00 ,2,5.57,8.199,11.811,2.608,0.0372,0.005,0.729,384.199,7.915,0.01686,6907170
Wulihuxin,2022/2/4 0:00,34.00 ,3,6.45,7.86,10.37,2.817,0.025,0.0433,1.063,440.553,4.326,0.01303,4575810
Lanshanzui,2022/2/4 0:00,34.00 ,4,5.55,7.821,12.052,4.353,0.3765,0.0964,2.514,550.564,51.21,0.00028,3661830
Tuoshan,2022/2/4 0:00,34.00 ,3,6.15,8.482,13.478,3.788,0.025,0.047,1.475,517.306,415.754,0.01058,8768519
Xuhuxin,2022/2/4 0:00,34.00 ,2,6.79,8.187,11.839,2.407,0.025,0.0054,0.509,376.48,7.647,0.00193,1186400
Xidong,2022/2/4 0:00,34.00 ,3,6.22,8.29,12.516,2.186,0.025,0.0342,1.598,387.71,38.56,0.01077,4724330
Wuguishan,2022/2/4 4:00,34.17 ,2,5.54,8.234,11.814,2.792,0.0327,0.005,0.83,387.807,9.886,0.02271,8764650
Wulihuxin,2022/2/4 4:00,34.17 ,3,6.39,7.842,9.729,2.777,0.025,0.0434,1.113,441.647,3.932,0.01917,8058070
Lanshanzui,2022/2/4 4:00,34.17 ,4,5.53,7.826,11.972,4.296,0.3694,0.0915,2.47,548.781,46.93,,3529240
Tuoshan,2022/2/4 4:00,34.17 ,3,6.08,8.417,13.223,3.864,0.0297,0.0472,1.757,550.874,429.9,0.01011,8907744
Xuhuxin,2022/2/4 4:00,34.17 ,2,6.29,8.194,12.125,2.319,0.025,0.006,0.545,375.484,8.165,0.00204,1367230
Xidong,2022/2/4 4:00,34.17 ,3,6.1,8.23,12.372,2.199,0.025,0.0332,1.594,388.25,41.67,0.01081,4674280
Wuguishan,2022/2/4 8:00,34.33 ,3,5.47,8.265,11.902,2.521,0.0472,0.0309,1.352,386.761,12.437,0.02184,10077900
Wulihuxin,2022/2/4 8:00,34.33 ,3,6.35,7.842,10.216,2.971,0.025,0.0333,0.903,441.951,4.251,0.01117,6519320
Lanshanzui,2022/2/4 8:00,34.33 ,4,5.38,7.813,12.004,4.009,0.4052,0.0797,2.6,548.773,44.21,,3348200
Tuoshan,2022/2/4 8:00,34.33 ,3,6,8.469,13.267,4.141,0.025,0.0498,1.874,570.426,423.582,0.01093,9941606
Xuhuxin,2022/2/4 8:00,34.33 ,2,6.29,8.176,12.002,2.597,0.025,0.005,0.478,376.934,7.649,0.00196,1180520
Xidong,2022/2/4 8:00,34.33 ,3,6.22,8.31,12.291,2.13,0.025,0.0304,1.608,387.43,37.46,0.00963,4353290
Wuguishan,2022/2/4 12:00,34.50 ,3,6.04,8.344,12.149,2.226,0.0312,0.0271,1.372,391.694,12.078,0.01889,14192300
Wulihuxin,2022/2/4 12:00,34.50 ,3,6.68,7.964,11.205,2.784,0.025,0.032,1.012,439.539,5.88,0.01064,3876650
Lanshanzui,2022/2/4 12:00,34.50 ,4,6.45,7.854,12.044,3.977,0.3773,0.0765,2.54,549.443,41.73,,3532710
Tuoshan,2022/2/4 12:00,34.50 ,3,7.13,8.417,12.685,3.545,0.025,0.0418,1.672,548.186,444.314,0.0059,7951831
Xuhuxin,2022/2/4 12:00,34.50 ,2,6.73,8.235,12.374,2.441,0.025,0.005,0.589,375.563,8.246,0.00158,1122160
Xidong,2022/2/4 12:00,34.50 ,3,6.4,8.32,12.508,2.145,0.025,0.035,1.635,387.75,39.02,0.00902,4288090
Wuguishan,2022/2/4 16:00,34.67 ,3,6.36,8.351,12.271,2.369,0.0364,0.0383,1.151,398.698,12.34,0.02091,11832600
Wulihuxin,2022/2/4 16:00,34.67 ,3,6.74,8.002,11.35,2.912,0.025,0.0311,0.922,439.185,5.786,0.01542,4240620
Lanshanzui,2022/2/4 16:00,34.67 ,4,6.32,7.715,12.247,4.108,0.178,0.0711,2.321,523.489,51.68,0.00414,4920700
Tuoshan,2022/2/4 16:00,34.67 ,3,7.01,8.513,14.137,4.473,0.025,0.0411,1.488,517.108,448.09,0.00816,9041395
Xuhuxin,2022/2/4 16:00,34.67 ,2,7.47,8.317,12.807,2.44,0.025,0.005,0.546,374.137,8.19,0.00157,1147350
Xidong,2022/2/4 16:00,34.67 ,3,7.15,8.33,12.718,2.184,0.025,0.0357,1.656,387.44,45.63,0.00838,3993470
Wuguishan,2022/2/4 20:00,34.83 ,3,6.31,8.348,12.193,2.804,0.0334,0.0278,1.258,395.525,13.073,0.02296,15982200
Wulihuxin,2022/2/4 20:00,34.83 ,3,6.85,7.911,10.546,2.888,0.025,0.0361,1.031,440.526,3.914,0.02497,7562820
Lanshanzui,2022/2/4 20:00,34.83 ,4,5.89,7.803,12.343,4.274,0.0797,0.0656,2.106,509.94,54.33,0.00621,4319320
Tuoshan,2022/2/4 20:00,34.83 ,3,6.8,8.486,13.803,4.249,0.025,0.0418,1.351,500.997,458.259,0.00948,8897793
Xuhuxin,2022/2/4 20:00,34.83 ,2,7.26,8.298,12.643,2.554,0.025,0.005,0.557,374.669,7.947,0.00177,1293100
Xidong,2022/2/4 20:00,34.83 ,3,7.03,8.32,12.665,2.191,0.025,0.0348,1.705,387.2,51.67,0.00899,3872230
Wuguishan,2022/2/5 0:00,35.00 ,3,6.03,8.279,12.052,2.804,0.0374,0.0278,0.871,386.345,15.428,0.01726,19332900
Wulihuxin,2022/2/5 0:00,35.00 ,3,6.74,7.886,10.494,2.888,0.025,0.0379,1.05,440.473,4.288,0.01851,4292620
Lanshanzui,2022/2/5 0:00,35.00 ,4,5.65,7.827,12.375,4.274,0.0312,0.0682,1.881,501.142,47.75,0.00606,5573200
Tuoshan,2022/2/5 0:00,35.00 ,4,6.68,8.503,13.919,4.249,0.025,0.0643,1.698,540.177,447.339,0.01071,9747331
Xuhuxin,2022/2/5 0:00,35.00 ,2,7.04,8.259,12.451,2.483,0.025,0.005,0.555,374.95,8.442,0.00182,1284920
Xidong,2022/2/5 0:00,35.00 ,3,6.79,8.33,12.661,2.139,0.025,0.0328,1.614,388.21,44.17,0.00836,3867040
Wuguishan,2022/2/5 4:00,35.17 ,2,5.92,8.264,11.987,3.06,0.025,0.0199,1.239,378.774,22.38,0.01962,17045900
Wulihuxin,2022/2/5 4:00,35.17 ,3,6.64,7.815,9.875,2.782,0.025,0.0399,1.034,441.255,3.071,0.02171,5762260
Lanshanzui,2022/2/5 4:00,35.17 ,4,5.42,7.824,12.342,3.548,0.025,0.058,1.818,497.64,45.75,0.00668,5114410
Tuoshan,2022/2/5 4:00,35.17 ,3,6.51,8.465,13.598,4.071,0.025,0.0496,1.76,545.921,470.582,0.01059,9449241
Xuhuxin,2022/2/5 4:00,35.17 ,2,6.81,8.209,12.276,2.643,0.025,0.0055,0.559,375.789,9.552,0.00185,1500920
Xidong,2022/2/5 4:00,35.17 ,3,6.62,8.24,12.253,2.178,0.025,0.033,1.615,389.07,41.04,0.00873,3972110
Wuguishan,2022/2/5 8:00,35.33 ,3,5.73,8.233,11.936,2.922,0.025,0.0352,0.62,372.126,24.596,0.01696,16467600
Wulihuxin,2022/2/5 8:00,35.33 ,3,6.28,7.9,10.775,2.852,0.025,0.0339,0.916,439.965,5.842,0.01715,4051440
Lanshanzui,2022/2/5 8:00,35.33 ,4,5.3,7.846,12.414,3.662,0.025,0.052,1.923,499.929,39.44,0.00529,4291030
Tuoshan,2022/2/5 8:00,35.33 ,3,6.29,8.451,13.503,4.364,0.025,0.0465,1.656,537.557,462.115,0.00953,9007395
Xuhuxin,2022/2/5 8:00,35.33 ,2,6.58,8.208,12.215,2.741,0.025,0.005,0.481,376.306,9.175,0.0016,1155370
Xidong,2022/2/5 8:00,35.33 ,3,6.31,8.24,12.346,2.076,0.025,0.0334,1.653,388.29,42.24,0.0086,4080660
Wuguishan,2022/2/5 12:00,35.50 ,3,6.04,8.265,12.108,2.945,0.025,0.0386,1.221,373.266,22.313,0.01915,17808100
Wulihuxin,2022/2/5 12:00,35.50 ,3,6.53,7.976,11.218,3.166,0.025,0.0328,1.041,439.27,6.329,0.01011,3761820
Lanshanzui,2022/2/5 12:00,35.50 ,4,5.65,7.921,12.691,3.936,0.025,0.0564,1.881,484.405,47.02,0.00584,4755290
Tuoshan,2022/2/5 12:00,35.50 ,3,6.66,8.568,13.972,5.011,0.025,0.0484,1.865,554.807,482.151,0.00894,9333247
Xuhuxin,2022/2/5 12:00,35.50 ,2,7.12,8.255,12.505,2.565,0.025,0.005,0.59,375.179,8.976,0.00113,1247020
Xidong,2022/2/5 12:00,35.50 ,3,6.63,8.37,12.69,2.184,0.025,0.0369,1.546,390.08,39.34,0.00907,4137440
Wuguishan,2022/2/5 16:00,35.67 ,3,6.42,8.3,12.226,3.008,0.025,0.0386,1.179,373.633,22.546,0.0208,15919500
Wulihuxin,2022/2/5 16:00,35.67 ,3,6.91,8.01,11.543,2.964,0.025,0.0348,1.062,439.145,6.138,0.0151,2334680
Lanshanzui,2022/2/5 16:00,35.67 ,4,6.06,7.956,12.834,4.125,0.025,0.0578,1.794,466.501,56.49,0.00574,6032440
Tuoshan,2022/2/5 16:00,35.67 ,3,6.92,8.559,14.43,4.276,0.025,0.0462,1.666,544.109,5.312,0.01336,11014060
Xuhuxin,2022/2/5 16:00,35.67 ,2,7.6,8.304,13.003,2.45,0.025,0.0096,0.596,374.641,9.685,0.00135,1191260
Xidong,2022/2/5 16:00,35.67 ,3,7.14,8.31,12.814,2.245,0.025,0.0316,1.692,386.71,42.91,0.00796,3724620
Wuguishan,2022/2/5 20:00,35.83 ,3,6.31,8.343,12.242,3.125,0.025,0.0475,1.219,366.967,22.159,0.02878,19383500
Wulihuxin,2022/2/5 20:00,35.83 ,3,7.09,7.989,11.318,3.078,0.025,0.0386,1.039,440.585,5.82,0.01502,2921590
Lanshanzui,2022/2/5 20:00,35.83 ,4,5.87,7.932,12.729,4.033,0.025,0.0506,1.809,467.524,55.49,0.00633,5253080
Tuoshan,2022/2/5 20:00,35.83 ,3,6.72,8.511,14.118,4.4,0.025,0.0474,1.647,539.509,4.171,0.015,9442616
Xuhuxin,2022/2/5 20:00,35.83 ,2,7.33,8.306,12.927,2.444,0.025,0.011,0.573,374.331,9.029,0.00183,1334090
Xidong,2022/2/5 20:00,35.83 ,3,7.12,8.43,12.746,2.26,0.025,0.0326,1.604,388.7,40.7,0.00885,3816220
Wuguishan,2022/2/6 0:00,36.00 ,3,6.31,8.314,12.242,3.125,0.025,0.0475,1.219,366.967,22.159,0.02878,19383500
Wulihuxin,2022/2/6 0:00,36.00 ,3,6.63,7.971,11.356,3.078,0.025,0.0415,1.132,440.199,6.624,0.01801,3755130
Lanshanzui,2022/2/6 0:00,36.00 ,4,5.71,7.911,12.656,4.033,0.025,0.0717,1.854,475.258,59.26,0.00679,6085150
Tuoshan,2022/2/6 0:00,36.00 ,3,6.55,8.442,13.664,4.4,0.025,0.0424,1.637,539.812,4.42,0.01401,9509635
Xuhuxin,2022/2/6 0:00,36.00 ,2,7.08,8.256,12.679,2.444,0.025,0.0124,0.57,374.681,8.743,0.00166,1172460
Xidong,2022/2/6 0:00,36.00 ,3,6.84,8.29,12.58,2.199,0.025,0.0303,1.626,387.48,45.07,0.00846,3910300
Wuguishan,2022/2/6 4:00,36.17 ,2,5.93,8.294,12.079,3.034,0.025,0.0217,1.205,362.929,19.118,0.02964,15351000
Wulihuxin,2022/2/6 4:00,36.17 ,3,6.63,7.927,11.201,3.15,0.025,0.0437,1.129,440.949,6.044,0.01883,2731030
Lanshanzui,2022/2/6 4:00,36.17 ,4,5.61,7.885,12.593,4.454,0.025,0.074,1.989,501.146,59.54,0.00712,5674660
Tuoshan,2022/2/6 4:00,36.17 ,3,6.55,8.528,13.651,4.157,0.025,0.0473,1.782,557.088,5.571,0.01599,9503997
Xuhuxin,2022/2/6 4:00,36.17 ,2,6.87,8.228,12.48,2.358,0.025,0.0133,0.578,375.829,8.785,0.00204,1575420
Xidong,2022/2/6 4:00,36.17 ,3,6.55,8.22,12.387,2.138,0.025,0.0295,1.622,388.38,43.06,0.00902,3933580
Wuguishan,2022/2/6 8:00,36.33 ,3,5.74,8.26,11.995,2.842,0.025,0.0356,0.673,365.196,16.039,0.02325,13295900
Wulihuxin,2022/2/6 8:00,36.33 ,3,6.64,7.899,10.938,3.169,0.025,0.0341,0.935,441.546,4.865,0.01376,1971520
Lanshanzui,2022/2/6 8:00,36.33 ,4,5.38,7.842,12.459,3.901,0.025,0.0591,1.969,500.096,60.51,0.00606,4600660
Tuoshan,2022/2/6 8:00,36.33 ,3,6.33,8.487,13.412,4.242,0.025,0.0465,1.634,543.344,5.191,0.01276,9152551
Xuhuxin,2022/2/6 8:00,36.33 ,2,6.97,8.203,11.968,2.638,0.025,0.0103,0.475,378.073,8.385,0.00175,1080970
